Gene_Symbol,U_statistic,P_value,FDR
ATP2B2,90313.5,0.007750452968243676,
LYZL4,100945.0,0.702977776021777,
SLC6A1,102482.5,0.9970361462992404,
SMG1,97132.5,0.24090190306729065,
FCHO2,90301.5,0.007690424058255581,
RBPMS,92183.5,0.024187717943058212,
TMEM171,106976.0,0.3280950716034704,
KLHL40,94574.0,0.029512764722409365,
C8A,102633.0,0.9639678134945814,
TIMP4,86823.0,0.0006137818653958871,
SYN2,93475.0,0.04861750151546344,
NRG1,92625.0,0.030953987922535914,
ODR4,105251.0,0.547834792705192,
CPT2,113882.5,0.012880200157892928,
NECAP2,108228.5,0.2107094384463748,
LRP8,100967.5,0.7378097763466727,
CDCP2,100160.0,0.4241069494491485,
PAXIP1,112069.5,0.036536266320624275,
STEAP2,96429.5,0.18472479443404832,
SSBP3,94439.0,0.07818962452543496,
HTR5A,104806.0,0.38039820166376914,
CLDN12,97581.5,0.2825426038401019,
MMP14,116690.5,0.0019310519394686767,
FZD1,95705.5,0.1376638184130231,
GATAD1,99585.0,0.5242269778470858,
SUSD3,118097.0,0.0006544838356410874,
ZFHX2-AS1,113644.5,0.014889289728472616,
TMED6,87468.5,0.0010219868341416018,
CLEC18A,110260.0,0.08966222911779607,
DHRS4,116617.0,0.0020384239232065842,
CFAP107,109828.0,0.09512784881265363,
CLEC18C,112157.0,0.02092975924113173,
ARMC12,112478.0,0.029244861811920556,
DDX19B,97561.5,0.2805898095377707,
ST3GAL2,107862.0,0.24138432289061873,
FCSK,112879.5,0.0233352769880943,
IL34,95492.5,0.12574726747815773,
DHRS1,110168.0,0.09385294920546668,
CACNA1D,111108.0,0.059997424291000225,
ARSL,104382.5,0.6809015967247372,
KIT,90486.0,0.008663557575187329,
HYDIN,102311.0,0.9671452346078393,
AASDH,91816.5,0.019578605324969207,
ZNF19,110275.5,0.08933719334112061,
CACNA2D3,94455.0,0.07878279518657733,
RNF111,94748.5,0.09032993231823233,
CCNB2,113443.0,0.016801182227838562,
FAM81A,107987.5,0.23054480311531633,
MYO1E,99965.5,0.5797836945855663,
APPL1,93329.0,0.04508797716250991,
PWWP3B,94961.0,0.09951137653713704,
AFAP1L1,91738.5,0.018704388499430492,
TSC22D3,96466.0,0.18737934858107508,
VPS26C,90779.0,0.010436245018469402,
DYRK1A,92785.0,0.03377887257094917,
KCNJ6,105523.0,0.5089462721397447,
KCNJ15,93833.5,0.05827869329094904,
ERG,88667.5,0.002507702525231337,
ETS2,82359.5,1.0787116331625885e-05,
TSPAN18,91769.5,0.01904766028581561,
LCA5L,111051.0,0.06171224472742165,
SLC35B2,112107.0,0.035807866401452434,
TMEM164,103078.0,0.8995825598080136,
MX1,110263.0,0.08985317716669665,
CREB3L1,109034.5,0.15336816359852515,
C2CD2,77143.0,3.014157060535153e-08,
TAB3,99696.5,0.540220547834092,
SLC38A10,118427.5,0.0005010660387704495,
C9orf43,106361.0,0.39891955218720687,
PALM2AKAP2,91579.5,0.017027495191483884,
ZNF618,100153.5,0.6082163925905277,
DGKI,88533.0,0.0022747319191831765,
TMEM268,114138.0,0.010993876867693547,
SVOPL,108072.5,0.22340007452670962,
SNX22,117335.0,0.0011891682036149068,
UBN2,98355.5,0.3652008184611779,
BRAF,95629.5,0.13331576641693185,
SLC34A2,91474.0,0.015988381263903458,
ACAN,108495.5,0.19020969231951645,
PSMG3,117528.5,0.0010243695700398734,
CABP1,89821.0,0.005599391330573352,
WDR19,96494.5,0.1894715733652289,
SLC37A3,92796.5,0.03399014073897096,
AP3S2,89676.0,0.005077984232160469,
FMNL2,91005.0,0.01201693285822562,
GAREM2,105643.0,0.49229499162893975,
SPPL3,95845.5,0.14595851145619082,
DPYSL5,94452.5,0.07560383277659344,
DRC1,103757.0,0.7836544445692554,
RAB28,88314.0,0.0019374730457702779,
PRXL2B,118067.5,0.000670115356722315,
TNFRSF14,118002.5,0.0007057907661378685,
PANK4,117854.0,0.0007940192115548111,
CIB4,92732.0,0.026356998641890745,
MEGF11,100288.0,0.6289297510077451,
C12orf43,103892.5,0.761003002569084,
PEX10,120706.5,6.944860900071572e-05,
RER1,118736.5,0.0003886031804741154,
RADIL,97903.5,0.3152506961450158,
SKI,86611.0,0.0005170327234440511,
WIPI2,102129.0,0.9354758129484656,
SSX8P,103278.5,0.7721698973848621,
LDLRAP1,111722.5,0.04389564050853873,
AGAP1,95291.0,0.11522897928938916,
KRTCAP3,118356.0,0.0005310947063140429,
ANKRD61,107526.5,0.2721065925253866,
PAFAH2,104637.0,0.6406118155867788,
EXTL1,104186.0,0.712652373294534,
SLC30A2,96186.5,0.16775689589532183,
BABAM2,97036.0,0.23254778554543998,
TRIM63,97885.0,0.3131008467857185,
CFAP251,109339.5,0.13507626063555195,
MRPL17,117390.0,0.001139994506226943,
DUSP2,95658.0,0.13493366493732867,
GRHL3,102988.0,0.9151674639318835,
UBXN11,124095.5,2.3736537119339175e-06,
NLRP14,99859.5,0.5615564158650429,
PTPDC1,94044.0,0.06466034295766308,
GALNT14,98609.0,0.3952652733348596,
NCK1,92428.5,0.027764369875876438,
HPD,85577.5,0.00021764440542471335,
RHPN1,118595.5,0.00043662596554093605,
TPRG1L,88805.0,0.002768246164349909,
LRRC43,109049.0,0.15245785242228524,
PRXL2C,76044.0,7.436683484102908e-09,
XDH,95160.0,0.10877056477507235,
XKR8,114998.0,0.006317871707671933,
CNNM4,104783.0,0.6179584789054784,
EYA3,103848.5,0.7683380102506632,
DZIP1L,99324.0,0.48776124176443714,
TMSB15A,92613.5,0.03075905994534011,
FANCC,104720.5,0.627613183994804,
MRAS,90032.5,0.0064467950754065195,
WASF2,89481.0,0.0044459728960969695,
ABHD3,113924.5,0.012551699510532517,
ESYT3,88358.5,0.0020020296797710084,
FAIM,103179.5,0.8820528912991613,
TENT5B,93501.0,0.04926981860089592,
CLSTN2,104724.5,0.626993368732831,
COLEC12,91844.5,0.019901022385904618,
RNF207,105217.5,0.552720951159679,
CUL4B,89493.5,0.0044842411079760135,
GPR153,109428.5,0.1300696385634548,
SLC13A3,94258.0,0.07172834358943013,
GPRASP2,84876.0,0.00011769139759399995,
RHBDL2,107656.5,0.25989885782995503,
AUTS2,101457.0,0.8198054760968257,
SHROOM4,89602.5,0.004830800355038394,
H2BC5,121566.0,3.100247133608153e-05,
CDC25C,114912.5,0.0066852704979002645,
H4C8,118415.5,0.0005059926539007473,
MITD1,106740.0,0.354255247656871,
EIF5B,102340.0,0.9721976635412929,
RIBC1,121859.0,2.3369318557858687e-05,
TMSB15B,94440.0,0.07822122823956151,
CATIP,111095.5,0.06032827860491852,
CNOT11,108605.0,0.18224137897662906,
KCNB1,82934.5,1.9103210516131213e-05,
TSPAN33,113720.0,0.01422397186701817,
NRG2,92867.5,0.035319566438766485,
AHCYL2,101804.0,0.8792084623942035,
B4GALT5,86276.5,0.00039281503516240394,
CD1D,103174.0,0.8830013646164123,
CD1A,119040.0,0.0003011066625085702,
SPATA2,106009.5,0.4432322128400793,
CD1C,104090.0,0.7283513688541664,
SNX29P1,101891.0,0.8936866604423729,
FAM86C1P,115807.0,0.0036423213891666954,
CD1B,113870.0,0.012896397699522008,
DNAH3,101456.5,0.8197196457206934,
CD1E,111886.5,0.040274324415090705,
HMHB1,96184.0,0.14766866053566777,
CPA2,86429.5,0.00041428010035802815,
NCF1,111856.0,0.04092815742392846,
CPA5,100154.0,0.6082461479030947,
TSR2,115203.5,0.005508059206573857,
PPP1R9A,100827.0,0.7147713617820134,
ZC3H18,112376.0,0.03093705902536001,
ZFAND2B,104197.0,0.7108611558950059,
POM121L2,93628.5,0.033572761288559606,
GDPD5,93412.5,0.04707916392304841,
DYNC1I1,89868.0,0.005778519462881976,
PFKFB1,92351.0,0.026586600372740556,
ALAS2,89407.5,0.004167555842773432,
TMED4,106990.0,0.3265956080577571,
PPP1R15B,85576.5,0.0002174586494494068,
COPG2,103517.5,0.8241401285062421,
EMSY,93848.0,0.05870089260318652,
PAGE5,102783.5,0.9469773303193679,
GPAT4,103339.0,0.8546258494216159,
PKD1L1,91078.0,0.012571004062250491,
ZSCAN12,93784.5,0.05687083449435,
TAGLN2,102630.0,0.9774253860100556,
ELK4,92318.0,0.026098365434576175,
SLAMF8,117118.0,0.0014029229606407649,
SLC45A3,101607.0,0.8453781535317852,
DUSP23,111426.0,0.051140591480847306,
RNF166,115387.5,0.004863778285063206,
OR10J6P,102431.0,0.9554180325435697,
NBL1,107831.0,0.2441161999282918,
HTR6,104846.5,0.6082070723280955,
ITLN2,105285.5,0.4956733846363782,
F11R,108648.0,0.17918087896557633,
USF1,118876.0,0.00034598594706118684,
PLA2G2F,102967.5,0.9161857858014608,
SPATA2L,112249.5,0.033151804700723785,
NIT1,115007.5,0.006278194429730707,
DEDD,106171.0,0.42253232122493334,
ZNF276,109535.0,0.12426918189990172,
NPM2,97278.5,0.25393902028176196,
EDA,81594.0,4.9232454696314015e-06,
FGF17,102001.0,0.9130573299730014,
VWA5B1,92851.5,0.03404257429990082,
CDA,101450.0,0.8186165247006365,
PINK1,96145.0,0.16498098443486076,
B4GALT3,112591.0,0.027463875437073137,
DMTN,96081.0,0.16076682462703162,
ADAMTS4,102679.0,0.9688873755960723,
FHIP2B,106212.0,0.41736881263753833,
NDUFS2,113862.0,0.013043293107435664,
SLC5A11,107893.5,0.23862977395936602,
FCER1G,109959.0,0.10315516838704038,
APOA2,97536.5,0.23811156130025668,
TOMM40L,107910.5,0.2371535910371928,
MPZ,95923.5,0.15074286226105646,
WFDC8,100799.5,0.6441387261494806,
CCAR2,118408.5,0.0005088872941690778,
WNT9B,91948.5,0.021139315404213925,
CACHD1,89540.0,0.004629232462683371,
CDC42SE2,92220.5,0.024700835077426323,
RAPGEF6,103158.0,0.8857615462048384,
EPB41,99053.5,0.4514616175475783,
MIS18A,109252.5,0.1401131434067776,
ALG8,111059.5,0.061453997855240076,
FBXW5,112068.0,0.0365656709683612,
CFAP298,109665.5,0.11743902373695563,
SYNJ1,88051.0,0.0015933519265555545,
PAXBP1,89078.5,0.0033613292557705585,
IFNAR2,97315.0,0.2572738699148587,
MRPL10,101852.0,0.8874873665547104,
IFNGR2,105601.5,0.49802848514417786,
GART,106053.0,0.4376004023809069,
SON,91711.5,0.018409837256782222,
DONSON,108833.5,0.1664151854711412,
SV2A,99779.0,0.5522094441695715,
LAD1,105310.5,0.539209341588591,
STC1,98864.0,0.42696966107569023,
TNNI1,98912.5,0.4331629825956682,
CSRP1,91456.0,0.01581750970000253,
PRAC1,106713.0,0.10392886619443566,
HOXB13,110058.0,0.09441350719877564,
ATP5POP1,102922.0,0.9036728293412468,
C1QC,107687.0,0.2570905365477273,
KCNE2,92959.0,0.026527859958769766,
ATP5MC1,118693.5,0.00040269829307503516,
RCAN1,84509.5,8.4604159929994e-05,
UBE2Z,118558.0,0.0004503004171631969,
CIART,99007.5,0.4454443673778642,
SNF8,122910.5,8.205155804462377e-06,
CLIC6,104265.5,0.6997428488507158,
CCDC24,125375.0,5.784571084959858e-07,
RUNX1,112006.0,0.03779850043499194,
IGF2BP1,108212.5,0.2118909200016602,
GIP,109469.0,0.0846036927432906,
CBR1,106772.0,0.3506344731591905,
CBR3,103612.5,0.8080197090584378,
TUBBP5,105397.5,0.5267196338633128,
GJD2,102905.5,0.8757673498723599,
ACTC1,98394.5,0.36940973796217913,
MORC3,85722.5,0.00024645272599267107,
CHAF1B,113185.5,0.01955575184178889,
CLDN14,116221.0,0.002717084875879061,
SIM2,102489.0,0.9981693271053265,
HLCS,101525.0,0.8313764173917096,
GOLGA6A,100934.5,0.7022722505646335,
SCUBE1,101797.5,0.8780883401065998,
ARHGAP27,100549.5,0.670041021906632,
ADPGK,112631.0,0.026856237903569686,
PTMS,116037.0,0.0030980173850463457,
PLA2G4D,109901.5,0.10574051398900658,
PADI4,94859.0,0.0945489853897598,
ADIPOR1,113783.0,0.0136889848137622,
CYB5R1,111899.5,0.03999873537200783,
PSMD4,119333.5,0.00023492753317083112,
ATP13A2,121993.0,2.0508813494056213e-05,
M1AP,102113.5,0.9327826786801743,
PSMB4,116135.0,0.002889502216383772,
IRX6,88492.0,0.002207717484830458,
BTG2,102376.0,0.9784710540354641,
CES5A,98080.0,0.29141671190765106,
HK2,106545.0,0.37682692796806916,
C1R,96536.0,0.19254888295446249,
CELF3,118184.5,0.0006100370773322913,
ALDH4A1,94834.0,0.09393866849867512,
STARD9,93472.5,0.04855517155843033,
THEM4,103160.5,0.8853301806678923,
TCHH,101862.5,0.8892999425271748,
LCE2B,102851.0,0.7391807561645234,
UBR1,90904.0,0.011286014459376395,
AMFR,107835.5,0.24371829487218433,
MED8,111048.5,0.061788391406261946,
TGM7,96157.0,0.13595988535112247,
RGL4,114367.0,0.009516068634810054,
SPRR2G,101368.0,0.7185304030828441,
PGLYRP3,100605.0,0.6231826477053234,
ISL2,108042.5,0.2138575391863734,
RSPRY1,97450.0,0.26987129744886507,
CCDC17,110599.5,0.07677693162064897,
GPBP1L1,98174.5,0.3446335866831408,
NAE1,90951.5,0.011624697239969934,
TMEM69,110738.0,0.07186627784941864,
ADGRG5,102758.5,0.9550429000453919,
DRC7,116916.5,0.0016157639396859327,
ACE,97743.0,0.2986484982625581,
SPMIP8,91669.0,0.017816749020953093,
UROC1,103247.5,0.8689932022360646,
EFCAB14,86587.0,0.0005070246742809496,
SPON2,111680.0,0.04487766101268901,
CHCHD6,112373.0,0.03098807414907108,
CTBP1,115381.0,0.004885324460628266,
LRRC36,103587.5,0.8122542562888523,
ANKRD18CP,97536.0,0.2774694534075365,
TPPP3,97828.5,0.3074186336290926,
ZDHHC1,100637.5,0.6841086508768734,
ATP6V0D1,108212.0,0.2120267865870219,
AGRP,116574.0,0.0020938175507921224,
ZFYVE28,103186.5,0.8808459687951625,
CARMIL2,120084.0,0.00012196334379832414,
C16orf86,104200.5,0.7102915322166214,
PIP,95215.5,0.11147003075559836,
FAM131B,98791.5,0.4178080605545821,
RGS12,112318.0,0.031936231233570145,
PSKH1,91630.5,0.017550396941141574,
ZYX,98672.0,0.4029628025971773,
ABR,100756.0,0.7032257457930384,
TCAF2P1,87718.0,0.0012024419588640178,
LYPD5,108016.0,0.2281322386170962,
CCDC117,109181.5,0.1443297358984015,
ZNF230,107208.5,0.30360261529462185,
CCDC107,110551.0,0.07855996283618376,
ZNF222,112086.5,0.03620450321499972,
NPR2,92175.0,0.02407115098966219,
ZNF890P,104055.0,0.7333074317290524,
ZNF221,98194.0,0.3468131437018319,
ZNF233,110275.0,0.08935782902250347,
ZNF235,101521.0,0.8306947171822769,
GNE,91644.5,0.017696378889638546,
TNFRSF13C,110730.5,0.07212540899351762,
OR3A3,89681.5,0.0022434871016246715,
ARHGAP35,102393.0,0.9814339749955109,
PTGIR,113747.5,0.013988210944757514,
CALM3,118039.0,0.0006855461997267599,
DFFA,92660.0,0.03155402618704385,
CCDC28B,124046.5,2.5017673399195175e-06,
IQCC,123871.5,3.0157147336857792e-06,
TMEM234,115270.5,0.00526503670189184,
BSDC1,102244.5,0.9555651185710027,
ZBTB8A,91277.0,0.014198079980242785,
ATAD3B,111127.0,0.05943467816840167,
SSU72,108993.5,0.15596430209387954,
UBE2J2,117521.0,0.0010303417534740086,
ZNF362,108108.5,0.22042604754196682,
FNDC5,97181.0,0.24517943367603057,
CPAMD8,96342.5,0.17850988065110795,
NR2F6,123403.5,4.936121836179794e-06,
ANKLE1,107035.0,0.321769855307768,
MIX23,111420.5,0.05128391415384298,
VMA21,94160.0,0.06841673283692695,
KALRN,88412.5,0.0020830377634584256,
CILP2,121105.5,4.7960049927552776e-05,
FAM86C2P,106996.0,0.32594946768344435,
ABCG1,112692.5,0.025944649577728587,
TFF3,117192.5,0.001325836630746343,
TFF2,108695.5,0.16795548746743694,
TFF1,120013.0,0.00012979039091626736,
TMPRSS3,106207.5,0.41793370636957106,
UBASH3A,113245.5,0.018880865610857098,
RSPH1,122574.0,1.1533126593818732e-05,
SLC37A1,110592.0,0.07705052865110854,
PDE9A,90457.5,0.008506387392214106,
WDR4,114141.5,0.01096983567515435,
NDUFV3,99993.0,0.5839035976395843,
PKNOX1,100868.5,0.7215504053419759,
CBS,104647.5,0.6389420793224898,
U2AF1,102212.0,0.9499088160690238,
CRYAA,102404.0,0.9662957366161744,
HSF2BP,108948.5,0.1588519212279288,
RRP1B,99016.5,0.4466180517443987,
PDXK,95889.5,0.14864291168013613,
G6PD,110512.0,0.08001805164565619,
CSTB,108417.0,0.1960781984608556,
RRP1,119812.5,0.00015506139201125775,
AGPAT3,109580.0,0.12187979523453213,
TRAPPC10,95596.0,0.13143327943032262,
GAB3,98877.0,0.4286246795459562,
GATD3,108427.0,0.19532295484242856,
ICOSLG,98364.5,0.3662429401602524,
AIRE,110401.5,0.08144644845688767,
CFAP410,112444.0,0.029799886402957106,
ZNF66,99164.5,0.4661692165460185,
LRRC3,94660.5,0.08673301995858256,
ITGB2,119426.0,0.0002169912898487684,
SLX9,115930.0,0.003341278125509996,
RALGDS,97155.5,0.24292383830171083,
FTCD,103714.0,0.7908805294410666,
SPATC1L,118151.5,0.000626493169367294,
LSS,98846.0,0.4246842120259159,
VAV2,116212.0,0.0027347454112742944,
MCM3AP,104989.5,0.586532434507773,
C21orf58,119633.5,0.00018132486053470316,
PCNT,108095.5,0.22149765893539286,
DIP2A,98433.0,0.3742368557562141,
S100B,97528.5,0.27738782522740824,
PRMT2,96356.0,0.17946395065866616,
CLDND2,90700.5,0.00993213400454588,
ZNF208,97782.5,0.302678974486685,
ADAMTS13,107016.0,0.3238017618523594,
CACFD1,116846.0,0.0017208003961080014,
SLC2A6,109641.5,0.11867254163582011,
ZNF761,103203.5,0.877916051692649,
FCN2,95417.5,0.12131674088889272,
PIERCE1,120828.5,6.206342649879736e-05,
LCN1,110543.5,0.07285782809908616,
ZNF714,103823.0,0.7725985282199817,
GPSM1,116309.0,0.0025505787034244645,
C19orf47,117434.5,0.0011015904209413369,
HIPK4,104273.0,0.6985290057187687,
CFAP157,115011.0,0.006263629007747995,
TOR2A,114740.5,0.007483076518128589,
ST6GALNAC6,95499.5,0.12612344273155882,
SHKBP1,120688.5,7.060620121626347e-05,
RDH13,108943.0,0.15920763323749954,
ZER1,99546.0,0.518690654104581,
ZDHHC12,114785.0,0.007268872027699628,
PKN3,98997.0,0.44407729853953304,
SPTBN4,115040.0,0.00614413288599756,
BRSK1,115315.0,0.00510902441192234,
COX6B2,99615.5,0.5285760185266333,
TMEM190,110308.5,0.08722029588287486,
NLRP4,100299.5,0.6188998523742555,
PLPP7,91978.0,0.021502776938632166,
TAOK1,93046.0,0.03885958271010823,
MED27,103042.0,0.9058122177001472,
DEDD2,116903.5,0.0016485410644817263,
SIK3,97641.5,0.288456097115237,
MPZL3,82157.0,8.788758922299217e-06,
JAML,108138.5,0.21796726516560405,
NEK8,113947.0,0.012378781941497542,
TLCD1,120188.5,0.00011109854176788305,
PCSK7,97105.0,0.23849991678694293,
SAFB,122292.0,1.5280039783968826e-05,
CD3G,109927.0,0.10464201644481597,
S100A1,104003.5,0.7425953215453982,
CHTOP,115293.0,0.005185625895231038,
CXCR5,109403.5,0.12841411526737287,
ZBTB7B,115992.0,0.003198285204889512,
FLAD1,116771.0,0.0018194295843237968,
SHC1,108279.0,0.2067143701568548,
VPS11,96814.5,0.2141549632139479,
NLRX1,93792.5,0.05709875751258731,
ADAR,112771.0,0.024820039098689836,
IL6R,89965.0,0.006164594456286563,
UBE2Q1,111111.0,0.0599082855410794,
CHRNB2,95210.5,0.11122530057885942,
CRTC2,112903.5,0.023017468879627228,
ANO10,95932.0,0.1512714282647063,
FDPS,119658.5,0.00017742084043718747,
RUSC1,116163.0,0.0028323248407540404,
GBA1LP,109179.0,0.14447993662444752,
ENTREP3,116279.5,0.0026053509782402126,
PAQR6,115873.5,0.003476630205191108,
PMF1,122288.5,1.533313414192579e-05,
SLC25A44,110492.0,0.08077426261973958,
LMNA,104083.5,0.7294185799612647,
CCR5,116346.5,0.0024824736058523434,
NBEAL2,114065.5,0.011502462407602184,
CCDC12,119103.5,0.0002857384467555642,
PTH1R,88461.0,0.002158338829663674,
UBQLN4,111815.0,0.041820896619282705,
MYL3,93158.5,0.04124199777619908,
PPP1R35,121028.0,5.156512128911864e-05,
GPATCH4,123709.0,3.582531813935399e-06,
LRRC71,109410.0,0.13109119329441246,
FCRL3,114386.5,0.009398688946293955,
AZGP1,102121.0,0.9340857191074032,
FGFR4,104292.0,0.6954586495453963,
CYP3A4,90167.0,0.006986304645200431,
CYP3A7,90118.5,0.006295861073880082,
NACC1,118568.0,0.000446615336678145,
CYP11B1,95658.5,0.03125840106663743,
HK3,114983.5,0.006378870358114853,
LY6K,98548.5,0.38794021675286183,
IER2,95419.0,0.12182711139614025,
ZNF394,108082.5,0.2225729922621864,
CPSF4,112356.0,0.031278527952223675,
LY6E,107328.0,0.2914938965753574,
VPS28,112514.0,0.028667017888730727,
TONSL,114748.5,0.0074441556480171825,
PTGER1,111530.0,0.04842977376949113,
PWWP3A,104711.5,0.6290088000537556,
RECQL4,117871.0,0.0007834237736506936,
LRRC14,109248.0,0.14037754811776715,
ZNF333,93293.0,0.04425165221554392,
COL26A1,111369.0,0.05264084902554848,
PPP1R16A,115348.0,0.004996043227669034,
FOXH1,117564.5,0.0009951853769555807,
ORAI2,123738.0,3.4743994752444546e-06,
ALKBH4,119216.0,0.0002597199344783812,
TEKTL1,103304.0,0.7707510551317567,
SH2B2,113029.0,0.021416091349929292,
MRNIP,103944.0,0.7524449691328337,
SQSTM1,113443.0,0.016801182406406018,
MGAT4B,114405.0,0.009288874715901832,
RPL8,110460.0,0.08199626743842162,
MAML1,102896.0,0.9311324398424846,
PGLYRP2,110465.5,0.08177852980638745,
LRWD1,121846.5,2.3654724483095187e-05,
FBXL13,96489.5,0.18910314481538837,
NAPEPLD,100867.5,0.7213867987112305,
SCGB3A1,96253.0,0.17227873311734332,
PSMC2,111240.5,0.05616349613331236,
CELF5,96073.5,0.16027610577872187,
MFSD12,118030.0,0.0006904871781748051,
POM121L15P,98629.5,0.3643548730848519,
PRODHLP,103984.5,0.7457358245784573,
USP41P,98516.0,0.38345156802892655,
YDJC,117397.0,0.001133872540059359,
CCDC116,94581.0,0.0835827198302281,
DVL3,112492.0,0.02901900087367012,
AP2M1,113454.0,0.01669150565463429,
ABCF3,118391.5,0.0005159817034837441,
PCYT1A,91084.0,0.01261757809595517,
FBXO27,97814.0,0.30591941290307145,
DMKN,101977.0,0.9091024582691442,
U2AF1L4,110797.0,0.06985395330803447,
BDH1,113844.0,0.013187993544424213,
NPHS1,109540.5,0.12357729910376702,
THAP8,122871.5,8.537665271780823e-06,
COX7A1,89626.0,0.004908623474136575,
ZNF382,113650.5,0.014835461814730912,
LRRC56,123152.5,6.4025978650695944e-06,
PLXDC1,104287.5,0.6961854811972213,
PGAP3,113757.5,0.013903348228323325,
IKZF3,112584.5,0.027563721357017592,
GRIN2C,106614.0,0.36874031815872776,
FDXR,121049.0,5.05636804685408e-05,
SAP30BP,116304.5,0.00255886513230722,
ACOX1,93012.0,0.03816297449606468,
PRPSAP1,103567.5,0.8156459875400416,
CYGB,96683.0,0.20374463790435182,
SRSF2,102922.0,0.9266175087138686,
ZNF577,98354.0,0.3650272799700722,
TMEM143,93104.5,0.04008343529262367,
KLHL10,92870.5,0.03536631183939198,
KASH5,104321.5,0.6887149485105721,
HCRT,104247.0,0.6085791528340341,
ALDH16A1,120098.5,0.00012039830810657118,
DCD,92441.5,0.023923077645608214,
ITGA5,97867.5,0.3114751053995253,
SIGLEC11,94084.0,0.0659319300341959,
ZNF385A,115994.5,0.0031926380498587324,
SIGLEC16,96040.5,0.15814216974707873,
MPP3,105667.0,0.4889954932588162,
CD300LG,89291.0,0.003898524122072096,
IZUMO2,97325.5,0.18751663380652994,
NAGS,115915.5,0.003375548420796325,
LSM12,107738.0,0.25244177984646743,
ASB16,120323.5,9.841026347502369e-05,
EMC10,117867.0,0.0007859050000824479,
JOSD2,118263.5,0.0005724331626926904,
SHANK1,111325.0,0.053826543344939436,
FAM171A2,107068.5,0.31820800157558593,
DBF4B,111768.5,0.04285325222849157,
PLCD3,98071.0,0.3332116185125277,
FMNL3,105857.0,0.4632998656116982,
AQP5,104813.5,0.6132685339277375,
RACGAP1,111894.5,0.040104648091624034,
OR7G1,103380.0,0.39269389563183843,
LARP4,101875.0,0.8914587531878259,
TAMALIN,93935.5,0.061302488301190824,
RAVER1,114247.5,0.01026358399698912,
KRT84,103839.5,0.7303124421499003,
KRT82,96213.5,0.08852911978006532,
SYCE2,107777.0,0.2489265828854903,
SPC24,115583.5,0.004253171324423437,
IP6K3,109972.0,0.10224627843875278,
LEMD2,118865.5,0.000349034865801165,
ALOX15,85665.0,0.00023462362742080584,
TREML1,110753.0,0.07135012256991576,
ADCY10P1,95200.0,0.11071147167022788,
ZNF653,117885.5,0.0007744898404780933,
MED11,111332.5,0.053623237814907576,
CXCL16,105934.0,0.4531046650349356,
SCIMP,111757.5,0.04310059596899345,
RNASEK-C17orf49,103791.5,0.18751733277038352,
BCL6B,87339.0,0.0009240033860688896,
ASGR2,108774.0,0.17043295944753212,
TNFSF13,105284.0,0.5430425059103885,
SENP3,107252.0,0.2991567197353925,
FGF11,103679.5,0.7966561951806248,
EIF4A1,97288.0,0.2548042759407503,
RPL26,107579.0,0.2671301619915579,
CCDC42,108125.0,0.21596644285086808,
POLR3K,116331.5,0.002509513815785203,
SNRNP25,122422.0,1.3427592685635362e-05,
PRR35,105475.0,0.46797982672382077,
WDR90,121150.0,4.599942351854518e-05,
JMJD8,112056.5,0.03679171602973845,
CCDC78,120311.5,9.948020365627028e-05,
MSLNL,106922.5,0.3304510759037321,
SSTR5,103661.5,0.7792234324639324,
SPSB3,118875.5,0.00034602190468113015,
MEIOB,101092.5,0.7585064339478356,
HS3ST6,106668.0,0.3562067237031369,
TEDC2,120156.0,0.00011437571142177368,
CCNF,114517.0,0.008646891405930389,
TBC1D24,95415.5,0.12164283840284579,
AMDHD2,119801.5,0.00015656612166216834,
NTN3,101678.0,0.8575017194930299,
BICDL2,116753.0,0.0018438603580525582,
PAQR4,116639.0,0.00200572454062924,
FLYWCH2,116896.0,0.0016578052154678181,
ZG16B,113554.5,0.015718211840627487,
ZNF75A,107408.5,0.28352243441825054,
ADCY9,105990.0,0.4457702131287775,
SHANK2,102097.5,0.9300034933096508,
CLPB,108734.0,0.1731747876699038,
NEU3,105108.0,0.5688397506866587,
CYB561A3,108420.5,0.19581373931395152,
SAXO4,101712.5,0.8634640620403029,
ASRGL1,94239.5,0.07109333579600548,
GNG3,114239.5,0.010287801545601109,
UBXN1,117520.0,0.0010311406275008686,
LBHD1,110193.0,0.09278672511330414,
TTC9C,110194.0,0.09274434172945085,
TAF6L,117880.0,0.0007778673179620866,
NXF1,103159.5,0.8855027254805642,
STX5,112285.0,0.03251698362087028,
SLC25A45,108168.0,0.21556876743120346,
RPL29,105566.0,0.5029610701865903,
ITIH3,99012.0,0.4460308256673017,
SYVN1,107201.5,0.30432217580836696,
ZFPL1,119928.0,0.0001400623026732778,
RPS6KA4,112077.5,0.03637982893303862,
LRP5,92711.0,0.032446111705912814,
TPCN2,98980.0,0.44186900915930793,
FGF19,98907.5,0.4274937027796152,
CYP4A22,94377.5,0.07469698957116536,
PDZK1IP1,99615.5,0.5285776742825432,
TAL1,86011.5,0.0003148446448772422,
CMPK1,86313.0,0.00040487004395802314,
BEND5,105155.5,0.5618200395320021,
ELAVL4,101941.5,0.902955944123175,
COA7,101157.0,0.7692563609930274,
ZYG11B,87610.0,0.0011399943144892052,
SLC1A7,94533.5,0.08174672251534683,
CZIB,98925.0,0.4347678718593153,
MAGOH,116110.0,0.0029414412819834413,
